"序号","产品编码","型号","产品ID","产品名称","接头类型","数据来源类型","当前状态","详情Slug","详情链接","主图字段","主图引用路径","实际匹配路径","检查结果","建议动作","数据文件","数据位置"
"438","839057","Q2002-PNX-SPPE","839057","Q2002-PNX-SPPE","quick-connect-fittings","quick-connect-selection","active","quick-connect-fittings","/products/fittings/quick-connect-fittings","imageCard","/images/products/fittings/quick-connect-fittings/products/q2002-pnx-sppe-main.jpg","F:\WebsiteProjects\foreach-website-2026\public\images\products\fittings\quick-connect-fittings\products\q2002-pnx-sppe-main.jpg","正常","无需处理","data/products/selection/quick-connect-fitting-selection.generated.ts","data/products/selection/quick-connect-fitting-selection.generated.ts 第 1563 行"
"439","839058","Q2003-PNX-SPPE","839058","Q2003-PNX-SPPE","quick-connect-fittings","quick-connect-selection","active","quick-connect-fittings","/products/fittings/quick-connect-fittings","imageCard","/images/products/fittings/quick-connect-fittings/products/q2003-pnx-sppe-main.jpg","F:\WebsiteProjects\foreach-website-2026\public\images\products\fittings\quick-connect-fittings\products\q2003-pnx-sppe-main.jpg","正常","无需处理","data/products/selection/quick-connect-fitting-selection.generated.ts","data/products/selection/quick-connect-fitting-selection.generated.ts 第 2718 行"
"440","839059","Q2004-PNX-SPPE","839059","Q2004-PNX-SPPE","quick-connect-fittings","quick-connect-selection","active","quick-connect-fittings","/products/fittings/quick-connect-fittings","imageCard","/images/products/fittings/quick-connect-fittings/products/q2004-pnx-sppe-main.jpg","F:\WebsiteProjects\foreach-website-2026\public\images\products\fittings\quick-connect-fittings\products\q2004-pnx-sppe-main.jpg","正常","无需处理","data/products/selection/quick-connect-fitting-selection.generated.ts","data/products/selection/quick-connect-fitting-selection.generated.ts 第 3818 行"
"441","839060","Q2002-PNX-LPPE","839060","Q2002-PNX-LPPE","quick-connect-fittings","quick-connect-selection","active","quick-connect-fittings","/products/fittings/quick-connect-fittings","imageCard","/images/products/fittings/quick-connect-fittings/products/q2002-pnx-lppe-main.jpg","F:\WebsiteProjects\foreach-website-2026\public\images\products\fittings\quick-connect-fittings\products\q2002-pnx-lppe-main.jpg","正常","无需处理","data/products/selection/quick-connect-fitting-selection.generated.ts","data/products/selection/quick-connect-fitting-selection.generated.ts 第 1453 行"
"442","839061","Q2004-PNX-LPPE","839061","Q2004-PNX-LPPE","quick-connect-fittings","quick-connect-selection","active","quick-connect-fittings","/products/fittings/quick-connect-fittings","imageCard","/images/products/fittings/quick-connect-fittings/products/q2004-pnx-lppe-main.jpg","F:\WebsiteProjects\foreach-website-2026\public\images\products\fittings\quick-connect-fittings\products\q2004-pnx-lppe-main.jpg","正常","无需处理","data/products/selection/quick-connect-fitting-selection.generated.ts","data/products/selection/quick-connect-fitting-selection.generated.ts 第 3708 行"
"443","839062","Q2018N-PNX-SPPE","839062","Q2018N-PNX-SPPE","quick-connect-fittings","quick-connect-selection","active","quick-connect-fittings","/products/fittings/quick-connect-fittings","imageCard","/images/products/fittings/quick-connect-fittings/products/q2018n-pnx-sppe-main.jpg","F:\WebsiteProjects\foreach-website-2026\public\images\products\fittings\quick-connect-fittings\products\q2018n-pnx-sppe-main.jpg","正常","无需处理","data/products/selection/quick-connect-fitting-selection.generated.ts","data/products/selection/quick-connect-fitting-selection.generated.ts 第 4698 行"
"444","839063","Q2001-PMX-SPPE","839063","Q2001-PMX-SPPE","quick-connect-fittings","quick-connect-selection","active","quick-connect-fittings","/products/fittings/quick-connect-fittings","imageCard","/images/products/fittings/quick-connect-fittings/products/q2001-pmx-sppe-main.jpg","F:\WebsiteProjects\foreach-website-2026\public\images\products\fittings\quick-connect-fittings\products\q2001-pmx-sppe-main.jpg","正常","无需处理","data/products/selection/quick-connect-fitting-selection.generated.ts","data/products/selection/quick-connect-fitting-selection.generated.ts 第 188 行"
"445","839064","Q2002-PMX-SPPE","839064","Q2002-PMX-SPPE","quick-connect-fittings","quick-connect-selection","active","quick-connect-fittings","/products/fittings/quick-connect-fittings","imageCard","/images/products/fittings/quick-connect-fittings/products/q2002-pmx-sppe-main.jpg","F:\WebsiteProjects\foreach-website-2026\public\images\products\fittings\quick-connect-fittings\products\q2002-pmx-sppe-main.jpg","正常","无需处理","data/products/selection/quick-connect-fitting-selection.generated.ts","data/products/selection/quick-connect-fitting-selection.generated.ts 第 1068 行"
"446","839065","Q2003-PMX-SPPE","839065","Q2003-PMX-SPPE","quick-connect-fittings","quick-connect-selection","active","quick-connect-fittings","/products/fittings/quick-connect-fittings","imageCard","/images/products/fittings/quick-connect-fittings/products/q2003-pmx-sppe-main.jpg","F:\WebsiteProjects\foreach-website-2026\public\images\products\fittings\quick-connect-fittings\products\q2003-pmx-sppe-main.jpg","正常","无需处理","data/products/selection/quick-connect-fitting-selection.generated.ts","data/products/selection/quick-connect-fitting-selection.generated.ts 第 2498 行"
"447","839066","Q2004-PMX-SPPE","839066","Q2004-PMX-SPPE","quick-connect-fittings","quick-connect-selection","active","quick-connect-fittings","/products/fittings/quick-connect-fittings","imageCard","/images/products/fittings/quick-connect-fittings/products/q2004-pmx-sppe-main.jpg","F:\WebsiteProjects\foreach-website-2026\public\images\products\fittings\quick-connect-fittings\products\q2004-pmx-sppe-main.jpg","正常","无需处理","data/products/selection/quick-connect-fitting-selection.generated.ts","data/products/selection/quick-connect-fitting-selection.generated.ts 第 3378 行"
"448","839067","Q2001-SNV-SPPE","839067","Q2001-SNV-SPPE","quick-connect-fittings","quick-connect-selection","active","quick-connect-fittings","/products/fittings/quick-connect-fittings","imageCard","/images/products/fittings/quick-connect-fittings/products/q2001-snv-sppe-main.jpg","F:\WebsiteProjects\foreach-website-2026\public\images\products\fittings\quick-connect-fittings\products\q2001-snv-sppe-main.jpg","正常","无需处理","data/products/selection/quick-connect-fitting-selection.generated.ts","data/products/selection/quick-connect-fitting-selection.generated.ts 第 738 行"
"449","839068","Q2002-SNV-SPPE","839068","Q2002-SNV-SPPE","quick-connect-fittings","quick-connect-selection","active","quick-connect-fittings","/products/fittings/quick-connect-fittings","imageCard","/images/products/fittings/quick-connect-fittings/products/q2002-snv-sppe-main.jpg","F:\WebsiteProjects\foreach-website-2026\public\images\products\fittings\quick-connect-fittings\products\q2002-snv-sppe-main.jpg","正常","无需处理","data/products/selection/quick-connect-fitting-selection.generated.ts","data/products/selection/quick-connect-fitting-selection.generated.ts 第 2058 行"
"450","839069","Q2003-SNV-SPPE","839069","Q2003-SNV-SPPE","quick-connect-fittings","quick-connect-selection","active","quick-connect-fittings","/products/fittings/quick-connect-fittings","imageCard","/images/products/fittings/quick-connect-fittings/products/q2003-snv-sppe-main.jpg","F:\WebsiteProjects\foreach-website-2026\public\images\products\fittings\quick-connect-fittings\products\q2003-snv-sppe-main.jpg","正常","无需处理","data/products/selection/quick-connect-fitting-selection.generated.ts","data/products/selection/quick-connect-fitting-selection.generated.ts 第 3048 行"
"451","839070","Q2004-SNV-SPPE","839070","Q2004-SNV-SPPE","quick-connect-fittings","quick-connect-selection","active","quick-connect-fittings","/products/fittings/quick-connect-fittings","imageCard","/images/products/fittings/quick-connect-fittings/products/q2004-snv-sppe-main.jpg","F:\WebsiteProjects\foreach-website-2026\public\images\products\fittings\quick-connect-fittings\products\q2004-snv-sppe-main.jpg","正常","无需处理","data/products/selection/quick-connect-fitting-selection.generated.ts","data/products/selection/quick-connect-fitting-selection.generated.ts 第 4258 行"
"452","839071","Q2002-SNV-LPPE","839071","Q2002-SNV-LPPE","quick-connect-fittings","quick-connect-selection","active","quick-connect-fittings","/products/fittings/quick-connect-fittings","imageCard","/images/products/fittings/quick-connect-fittings/products/q2002-snv-lppe-main.jpg","F:\WebsiteProjects\foreach-website-2026\public\images\products\fittings\quick-connect-fittings\products\q2002-snv-lppe-main.jpg","正常","无需处理","data/products/selection/quick-connect-fitting-selection.generated.ts","data/products/selection/quick-connect-fitting-selection.generated.ts 第 1893 行"
"453","839072","Q2004-SNV-LPPE","839072","Q2004-SNV-LPPE","quick-connect-fittings","quick-connect-selection","active","quick-connect-fittings","/products/fittings/quick-connect-fittings","imageCard","/images/products/fittings/quick-connect-fittings/products/q2004-snv-lppe-main.jpg","F:\WebsiteProjects\foreach-website-2026\public\images\products\fittings\quick-connect-fittings\products\q2004-snv-lppe-main.jpg","正常","无需处理","data/products/selection/quick-connect-fitting-selection.generated.ts","data/products/selection/quick-connect-fitting-selection.generated.ts 第 4148 行"
"454","839073","Q2018N-SNV-SPPE","839073","Q2018N-SNV-SPPE","quick-connect-fittings","quick-connect-selection","active","quick-connect-fittings","/products/fittings/quick-connect-fittings","imageCard","/images/products/fittings/quick-connect-fittings/products/q2018n-snv-sppe-main.jpg","F:\WebsiteProjects\foreach-website-2026\public\images\products\fittings\quick-connect-fittings\products\q2018n-snv-sppe-main.jpg","正常","无需处理","data/products/selection/quick-connect-fitting-selection.generated.ts","data/products/selection/quick-connect-fitting-selection.generated.ts 第 4808 行"
"455","839074","Q2001-SMV-SPPE","839074","Q2001-SMV-SPPE","quick-connect-fittings","quick-connect-selection","active","quick-connect-fittings","/products/fittings/quick-connect-fittings","imageCard","/images/products/fittings/quick-connect-fittings/products/q2001-smv-sppe-main.jpg","F:\WebsiteProjects\foreach-website-2026\public\images\products\fittings\quick-connect-fittings\products\q2001-smv-sppe-main.jpg","正常","无需处理","data/products/selection/quick-connect-fitting-selection.generated.ts","data/products/selection/quick-connect-fitting-selection.generated.ts 第 518 行"
"456","839075","Q2002-SMV-SPPE","839075","Q2002-SMV-SPPE","quick-connect-fittings","quick-connect-selection","active","quick-connect-fittings","/products/fittings/quick-connect-fittings","imageCard","/images/products/fittings/quick-connect-fittings/products/q2002-smv-sppe-main.jpg","F:\WebsiteProjects\foreach-website-2026\public\images\products\fittings\quick-connect-fittings\products\q2002-smv-sppe-main.jpg","正常","无需处理","data/products/selection/quick-connect-fitting-selection.generated.ts","data/products/selection/quick-connect-fitting-selection.generated.ts 第 1673 行"
"457","839076","Q2003-SMV-SPPE","839076","Q2003-SMV-SPPE","quick-connect-fittings","quick-connect-selection","active","quick-connect-fittings","/products/fittings/quick-connect-fittings","imageCard","/images/products/fittings/quick-connect-fittings/products/q2003-smv-sppe-main.jpg","F:\WebsiteProjects\foreach-website-2026\public\images\products\fittings\quick-connect-fittings\products\q2003-smv-sppe-main.jpg","正常","无需处理","data/products/selection/quick-connect-fitting-selection.generated.ts","data/products/selection/quick-connect-fitting-selection.generated.ts 第 2828 行"
"458","839077","Q2004-SMV-SPPE","839077","Q2004-SMV-SPPE","quick-connect-fittings","quick-connect-selection","active","quick-connect-fittings","/products/fittings/quick-connect-fittings","imageCard","/images/products/fittings/quick-connect-fittings/products/q2004-smv-sppe-main.jpg","F:\WebsiteProjects\foreach-website-2026\public\images\products\fittings\quick-connect-fittings\products\q2004-smv-sppe-main.jpg","正常","无需处理","data/products/selection/quick-connect-fitting-selection.generated.ts","data/products/selection/quick-connect-fitting-selection.generated.ts 第 3928 行"
"459","839078","Q2001-PNV-SPPE","839078","Q2001-PNV-SPPE","quick-connect-fittings","quick-connect-selection","active","quick-connect-fittings","/products/fittings/quick-connect-fittings","imageCard","/images/products/fittings/quick-connect-fittings/products/q2001-pnv-sppe-main.jpg","F:\WebsiteProjects\foreach-website-2026\public\images\products\fittings\quick-connect-fittings\products\q2001-pnv-sppe-main.jpg","正常","无需处理","data/products/selection/quick-connect-fitting-selection.generated.ts","data/products/selection/quick-connect-fitting-selection.generated.ts 第 298 行"
