"序号","产品名称","产品编码","型号","Slug","产品类别/系列","检查结果","主图字段","主图引用路径","实际匹配路径","数据文件","数据位置","建议动作"
"1261","","839081","","","快插接头","未配置主图字段","","","","data/products/generated/fittings/quick-connect-fittings/index.json","$[65]","确认该产品数据是否缺少主图字段；补图前暂不发布"
"1262","","839017","","","快插接头","未配置主图字段","","","","data/products/generated/fittings/quick-connect-fittings/index.json","$[66]","确认该产品数据是否缺少主图字段；补图前暂不发布"
"1263","","839061","","","快插接头","未配置主图字段","","","","data/products/generated/fittings/quick-connect-fittings/index.json","$[67]","确认该产品数据是否缺少主图字段；补图前暂不发布"
"1264","","839015","","","快插接头","未配置主图字段","","","","data/products/generated/fittings/quick-connect-fittings/index.json","$[68]","确认该产品数据是否缺少主图字段；补图前暂不发布"
"1265","","839059","","","快插接头","未配置主图字段","","","","data/products/generated/fittings/quick-connect-fittings/index.json","$[69]","确认该产品数据是否缺少主图字段；补图前暂不发布"
"1266","","839033","","","快插接头","未配置主图字段","","","","data/products/generated/fittings/quick-connect-fittings/index.json","$[70]","确认该产品数据是否缺少主图字段；补图前暂不发布"
"1267","","839077","","","快插接头","未配置主图字段","","","","data/products/generated/fittings/quick-connect-fittings/index.json","$[71]","确认该产品数据是否缺少主图字段；补图前暂不发布"
"1268","","839011","","","快插接头","未配置主图字段","","","","data/products/generated/fittings/quick-connect-fittings/index.json","$[72]","确认该产品数据是否缺少主图字段；补图前暂不发布"
"1269","","839055","","","快插接头","未配置主图字段","","","","data/products/generated/fittings/quick-connect-fittings/index.json","$[73]","确认该产品数据是否缺少主图字段；补图前暂不发布"
"1270","","839028","","","快插接头","未配置主图字段","","","","data/products/generated/fittings/quick-connect-fittings/index.json","$[74]","确认该产品数据是否缺少主图字段；补图前暂不发布"
"1271","","839072","","","快插接头","未配置主图字段","","","","data/products/generated/fittings/quick-connect-fittings/index.json","$[75]","确认该产品数据是否缺少主图字段；补图前暂不发布"
"1272","","839026","","","快插接头","未配置主图字段","","","","data/products/generated/fittings/quick-connect-fittings/index.json","$[76]","确认该产品数据是否缺少主图字段；补图前暂不发布"
"1273","","839070","","","快插接头","未配置主图字段","","","","data/products/generated/fittings/quick-connect-fittings/index.json","$[77]","确认该产品数据是否缺少主图字段；补图前暂不发布"
"1274","","839006","","","快插接头","未配置主图字段","","","","data/products/generated/fittings/quick-connect-fittings/index.json","$[78]","确认该产品数据是否缺少主图字段；补图前暂不发布"
"1275","","839050","","","快插接头","未配置主图字段","","","","data/products/generated/fittings/quick-connect-fittings/index.json","$[79]","确认该产品数据是否缺少主图字段；补图前暂不发布"
"1276","","839004","","","快插接头","未配置主图字段","","","","data/products/generated/fittings/quick-connect-fittings/index.json","$[80]","确认该产品数据是否缺少主图字段；补图前暂不发布"
"1277","","839048","","","快插接头","未配置主图字段","","","","data/products/generated/fittings/quick-connect-fittings/index.json","$[81]","确认该产品数据是否缺少主图字段；补图前暂不发布"
"1278","","839040","","","快插接头","未配置主图字段","","","","data/products/generated/fittings/quick-connect-fittings/index.json","$[82]","确认该产品数据是否缺少主图字段；补图前暂不发布"
"1279","","839084","","","快插接头","未配置主图字段","","","","data/products/generated/fittings/quick-connect-fittings/index.json","$[83]","确认该产品数据是否缺少主图字段；补图前暂不发布"
"1280","","839018","","","快插接头","未配置主图字段","","","","data/products/generated/fittings/quick-connect-fittings/index.json","$[84]","确认该产品数据是否缺少主图字段；补图前暂不发布"
"1281","","839062","","","快插接头","未配置主图字段","","","","data/products/generated/fittings/quick-connect-fittings/index.json","$[85]","确认该产品数据是否缺少主图字段；补图前暂不发布"
"1282","","839029","","","快插接头","未配置主图字段","","","","data/products/generated/fittings/quick-connect-fittings/index.json","$[86]","确认该产品数据是否缺少主图字段；补图前暂不发布"
"1283","","839073","","","快插接头","未配置主图字段","","","","data/products/generated/fittings/quick-connect-fittings/index.json","$[87]","确认该产品数据是否缺少主图字段；补图前暂不发布"
"1284","","839007","","","快插接头","未配置主图字段","","","","data/products/generated/fittings/quick-connect-fittings/index.json","$[88]","确认该产品数据是否缺少主图字段；补图前暂不发布"
"1285","","839051","","","快插接头","未配置主图字段","","","","data/products/generated/fittings/quick-connect-fittings/index.json","$[89]","确认该产品数据是否缺少主图字段；补图前暂不发布"
"1286","","839109","","","快插接头","未配置主图字段","","","","data/products/generated/fittings/quick-connect-fittings/index.json","$[90]","确认该产品数据是否缺少主图字段；补图前暂不发布"
"1287","","839097","","","快插接头","未配置主图字段","","","","data/products/generated/fittings/quick-connect-fittings/index.json","$[91]","确认该产品数据是否缺少主图字段；补图前暂不发布"
"1288","","839110","","","快插接头","未配置主图字段","","","","data/products/generated/fittings/quick-connect-fittings/index.json","$[92]","确认该产品数据是否缺少主图字段；补图前暂不发布"
"1289","","839104","","","快插接头","未配置主图字段","","","","data/products/generated/fittings/quick-connect-fittings/index.json","$[93]","确认该产品数据是否缺少主图字段；补图前暂不发布"
"1290","","839108","","","快插接头","未配置主图字段","","","","data/products/generated/fittings/quick-connect-fittings/index.json","$[94]","确认该产品数据是否缺少主图字段；补图前暂不发布"
"1291","","839106","","","快插接头","未配置主图字段","","","","data/products/generated/fittings/quick-connect-fittings/index.json","$[95]","确认该产品数据是否缺少主图字段；补图前暂不发布"
"1292","","839107","","","快插接头","未配置主图字段","","","","data/products/generated/fittings/quick-connect-fittings/index.json","$[96]","确认该产品数据是否缺少主图字段；补图前暂不发布"
"1293","","839105","","","快插接头","未配置主图字段","","","","data/products/generated/fittings/quick-connect-fittings/index.json","$[97]","确认该产品数据是否缺少主图字段；补图前暂不发布"
"1294","","849032","","","快插接头","未配置主图字段","","","","data/products/generated/fittings/quick-connect-fittings/index.json","$[98]","确认该产品数据是否缺少主图字段；补图前暂不发布"
"1295","","849066","","","快插接头","未配置主图字段","","","","data/products/generated/fittings/quick-connect-fittings/index.json","$[99]","确认该产品数据是否缺少主图字段；补图前暂不发布"
"1296","","849015","","","快插接头","未配置主图字段","","","","data/products/generated/fittings/quick-connect-fittings/index.json","$[100]","确认该产品数据是否缺少主图字段；补图前暂不发布"
"1297","","849049","","","快插接头","未配置主图字段","","","","data/products/generated/fittings/quick-connect-fittings/index.json","$[101]","确认该产品数据是否缺少主图字段；补图前暂不发布"
"1298","","849030","","","快插接头","未配置主图字段","","","","data/products/generated/fittings/quick-connect-fittings/index.json","$[102]","确认该产品数据是否缺少主图字段；补图前暂不发布"
"1299","","849064","","","快插接头","未配置主图字段","","","","data/products/generated/fittings/quick-connect-fittings/index.json","$[103]","确认该产品数据是否缺少主图字段；补图前暂不发布"
"1300","","849027","","","快插接头","未配置主图字段","","","","data/products/generated/fittings/quick-connect-fittings/index.json","$[104]","确认该产品数据是否缺少主图字段；补图前暂不发布"
"1301","","849061","","","快插接头","未配置主图字段","","","","data/products/generated/fittings/quick-connect-fittings/index.json","$[105]","确认该产品数据是否缺少主图字段；补图前暂不发布"
"1302","","849010","","","快插接头","未配置主图字段","","","","data/products/generated/fittings/quick-connect-fittings/index.json","$[106]","确认该产品数据是否缺少主图字段；补图前暂不发布"
"1303","","849044","","","快插接头","未配置主图字段","","","","data/products/generated/fittings/quick-connect-fittings/index.json","$[107]","确认该产品数据是否缺少主图字段；补图前暂不发布"
"1304","","849024","","","快插接头","未配置主图字段","","","","data/products/generated/fittings/quick-connect-fittings/index.json","$[108]","确认该产品数据是否缺少主图字段；补图前暂不发布"
"1305","","849058","","","快插接头","未配置主图字段","","","","data/products/generated/fittings/quick-connect-fittings/index.json","$[109]","确认该产品数据是否缺少主图字段；补图前暂不发布"
"1306","","849007","","","快插接头","未配置主图字段","","","","data/products/generated/fittings/quick-connect-fittings/index.json","$[110]","确认该产品数据是否缺少主图字段；补图前暂不发布"
"1307","","849041","","","快插接头","未配置主图字段","","","","data/products/generated/fittings/quick-connect-fittings/index.json","$[111]","确认该产品数据是否缺少主图字段；补图前暂不发布"
"1308","","849018","","","快插接头","未配置主图字段","","","","data/products/generated/fittings/quick-connect-fittings/index.json","$[112]","确认该产品数据是否缺少主图字段；补图前暂不发布"
"1309","","849052","","","快插接头","未配置主图字段","","","","data/products/generated/fittings/quick-connect-fittings/index.json","$[113]","确认该产品数据是否缺少主图字段；补图前暂不发布"
"1310","","849001","","","快插接头","未配置主图字段","","","","data/products/generated/fittings/quick-connect-fittings/index.json","$[114]","确认该产品数据是否缺少主图字段；补图前暂不发布"
"1311","","849035","","","快插接头","未配置主图字段","","","","data/products/generated/fittings/quick-connect-fittings/index.json","$[115]","确认该产品数据是否缺少主图字段；补图前暂不发布"
"1312","","849033","","","快插接头","未配置主图字段","","","","data/products/generated/fittings/quick-connect-fittings/index.json","$[116]","确认该产品数据是否缺少主图字段；补图前暂不发布"
"1313","","849067","","","快插接头","未配置主图字段","","","","data/products/generated/fittings/quick-connect-fittings/index.json","$[117]","确认该产品数据是否缺少主图字段；补图前暂不发布"
"1314","","849016","","","快插接头","未配置主图字段","","","","data/products/generated/fittings/quick-connect-fittings/index.json","$[118]","确认该产品数据是否缺少主图字段；补图前暂不发布"
"1315","","849050","","","快插接头","未配置主图字段","","","","data/products/generated/fittings/quick-connect-fittings/index.json","$[119]","确认该产品数据是否缺少主图字段；补图前暂不发布"
